id_transaksi,id_seller,id_produk,tanggal,jam_transaksi,jenis_transaksi,kategori,qty,harga_satuan,total_harga,metode_pembayaran,event,diskon,status_transaksi,tahun,bulan,id_supplier,nama_produk,kategori_produk,harga_jual,harga_modal,stok_awal,minimum_stok,status_produk,tanggal_input_produk,nama_usaha,jenis_usaha,lokasi_usaha,tanggal_bergabung
T001320,U004,P026,2025-12-09,18:35,Pemasukan,Bakery,3,18000,54000,Cash,Tidak Ada Event,0,Berhasil,2025,12,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001321,U004,P028,2026-08-15,14:47,Pemasukan,Bakery,1,15000,15000,Cash,Tidak Ada Event,0,Berhasil,2026,8,S004,Dorayaki,Bakery,15000,7000,638,128,stok_menipis,2024-10-08,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001322,U006,P038,2026-05-15,17:44,Pemasukan,Fashion,1,75000,75000,Cash,Tidak Ada Event,0,Berhasil,2026,5,S006,Kaos Polo,Fashion,75000,40000,434,87,aktif,2025-05-10,Thrift Hub,Fashion,Bandung,2025-05-01
T001323,U003,P025,2026-02-22,14:59,Pemasukan,Frozen Food,5,25000,100000,QRIS,Ramadan,20,Berhasil,2026,2,S008,Bakso Frozen,Frozen Food,25000,13000,1399,280,aktif,2024-07-27,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001323,U003,P018,2026-02-22,14:59,Pengeluaran,Makanan,5,25000,100000,QRIS,Ramadan,20,Berhasil,2026,2,S003,Sate Ayam,Makanan,25000,13000,970,194,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001323,U003,P022,2026-02-22,14:59,Pemasukan,Frozen Food,4,15000,48000,QRIS,Ramadan,20,Berhasil,2026,2,S008,Sosis Frozen,Frozen Food,15000,7000,984,197,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001323,U003,P023,2026-02-22,14:59,Pemasukan,Frozen Food,5,18000,72000,QRIS,Ramadan,20,Berhasil,2026,2,S008,Kentang Frozen,Frozen Food,18000,10000,1073,215,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001324,U006,P039,2026-02-28,18:41,Pemasukan,Fashion,2,120000,240000,Cash,Ramadan,0,Berhasil,2026,2,S006,Celana Cargo,Fashion,120000,70000,759,152,aktif,2025-05-08,Thrift Hub,Fashion,Bandung,2025-05-01
T001324,U006,P036,2026-02-28,18:41,Pemasukan,Fashion,2,150000,300000,Cash,Ramadan,0,Berhasil,2026,2,S006,Jaket Kulit,Fashion,150000,90000,534,107,aktif,2025-05-12,Thrift Hub,Fashion,Bandung,2025-05-01
T001325,U006,P040,2026-12-04,13:09,Pemasukan,Fashion,2,50000,100000,QRIS,Tidak Ada Event,0,Berhasil,2026,12,S006,Topi,Fashion,50000,25000,412,82,stok_menipis,2025-05-07,Thrift Hub,Fashion,Bandung,2025-05-01
T001326,U002,P008,2025-02-22,10:06,Pemasukan,Sembako,7,16000,112000,QRIS,Tidak Ada Event,0,Dibatalkan,2025,2,S002,Gula,Sembako,16000,12000,3616,723,aktif,2024-03-13,Warung Madura,Retail,Cimahi,2024-03-01
T001327,U005,P034,2025-03-29,14:39,Pemasukan,Laundry,8,7000,44800,Cash,Ramadan,20,Berhasil,2025,3,S005,Cuci Kiloan,Laundry,7000,3000,4294,859,aktif,2025-02-11,CleanWash,Laundry,Bandung,2025-02-01
T001327,U005,P031,2025-03-29,14:39,Pemasukan,Laundry,1,12000,9600,Cash,Ramadan,20,Berhasil,2025,3,S005,Deterjen,Laundry,12000,7000,2614,523,aktif,2025-02-14,CleanWash,Laundry,Bandung,2025-02-01
T001328,U002,P015,2025-05-17,11:35,Pemasukan,Snack,3,10000,30000,Transfer,Tidak Ada Event,0,Berhasil,2025,5,S004,Crackers,Snack,10000,5000,1818,364,aktif,2024-03-07,Warung Madura,Retail,Cimahi,2024-03-01
T001329,U005,P033,2025-06-22,18:57,Pemasukan,Laundry,7,12000,84000,Cash,Tidak Ada Event,0,Berhasil,2025,6,S005,Pewangi,Laundry,12000,6000,2635,527,aktif,2025-02-06,CleanWash,Laundry,Bandung,2025-02-01
T001329,U005,P031,2025-06-22,18:57,Pengeluaran,Laundry,2,12000,24000,Cash,Tidak Ada Event,0,Berhasil,2025,6,S005,Deterjen,Laundry,12000,7000,2614,523,aktif,2025-02-14,CleanWash,Laundry,Bandung,2025-02-01
T001329,U005,P032,2025-06-22,18:57,Pemasukan,Laundry,7,15000,105000,Cash,Tidak Ada Event,0,Berhasil,2025,6,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T001330,U005,P033,2025-07-01,14:37,Pemasukan,Laundry,2,12000,24000,Transfer,Tidak Ada Event,0,Berhasil,2025,7,S005,Pewangi,Laundry,12000,6000,2635,527,aktif,2025-02-06,CleanWash,Laundry,Bandung,2025-02-01
T001331,U004,P026,2026-05-10,12:22,Pemasukan,Bakery,1,18000,18000,QRIS,Tidak Ada Event,0,Berhasil,2026,5,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001331,U004,P029,2026-05-10,12:22,Pemasukan,Bakery,2,12000,24000,QRIS,Tidak Ada Event,0,Berhasil,2026,5,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001331,U004,P027,2026-05-10,12:22,Pemasukan,Bakery,3,22000,66000,QRIS,Tidak Ada Event,0,Berhasil,2026,5,S004,Cinnamon Roll,Bakery,22000,12000,625,125,aktif,2024-10-13,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001332,U001,P003,2025-06-08,19:49,Pemasukan,Minuman,3,18000,54000,QRIS,Tidak Ada Event,0,Berhasil,2025,6,S001,Kopi Susu,Minuman,18000,9000,752,150,aktif,2024-01-22,Warkop GenZ,Kafe,Bandung,2024-01-10
T001333,U001,P005,2024-03-10,19:30,Pemasukan,Minuman,4,5000,20000,Transfer,Tidak Ada Event,0,Berhasil,2024,3,S007,Air Mineral,Minuman,5000,2500,715,143,aktif,2024-01-11,Warkop GenZ,Kafe,Bandung,2024-01-10
T001333,U001,P004,2024-03-10,19:30,Pemasukan,Minuman,4,10000,40000,Transfer,Tidak Ada Event,0,Berhasil,2024,3,S007,Coca-cola,Minuman,10000,5000,744,149,aktif,2024-01-19,Warkop GenZ,Kafe,Bandung,2024-01-10
T001334,U001,P005,2024-09-05,21:32,Pemasukan,Minuman,3,5000,15000,QRIS,Tidak Ada Event,0,Berhasil,2024,9,S007,Air Mineral,Minuman,5000,2500,715,143,aktif,2024-01-11,Warkop GenZ,Kafe,Bandung,2024-01-10
T001335,U001,P003,2024-04-17,18:24,Pemasukan,Minuman,1,18000,18000,Cash,Lebaran,0,Berhasil,2024,4,S001,Kopi Susu,Minuman,18000,9000,752,150,aktif,2024-01-22,Warkop GenZ,Kafe,Bandung,2024-01-10
T001336,U003,P025,2024-09-08,19:26,Pemasukan,Frozen Food,4,25000,95000,Transfer,Tidak Ada Event,5,Berhasil,2024,9,S008,Bakso Frozen,Frozen Food,25000,13000,1399,280,aktif,2024-07-27,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001336,U003,P023,2024-09-08,19:26,Pemasukan,Frozen Food,1,18000,17100,Transfer,Tidak Ada Event,5,Berhasil,2024,9,S008,Kentang Frozen,Frozen Food,18000,10000,1073,215,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001337,U002,P008,2025-09-25,11:01,Pemasukan,Sembako,1,16000,16000,Cash,Tidak Ada Event,0,Berhasil,2025,9,S002,Gula,Sembako,16000,12000,3616,723,aktif,2024-03-13,Warung Madura,Retail,Cimahi,2024-03-01
T001338,U004,P028,2025-02-21,17:25,Pemasukan,Bakery,1,15000,15000,Transfer,Tidak Ada Event,0,Berhasil,2025,2,S004,Dorayaki,Bakery,15000,7000,638,128,stok_menipis,2024-10-08,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001338,U004,P026,2025-02-21,17:25,Pemasukan,Bakery,4,18000,72000,Transfer,Tidak Ada Event,0,Berhasil,2025,2,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001339,U004,P028,2025-10-29,06:10,Pemasukan,Bakery,1,15000,13500,Cash,Tidak Ada Event,10,Berhasil,2025,10,S004,Dorayaki,Bakery,15000,7000,638,128,stok_menipis,2024-10-08,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001340,U005,P031,2026-12-23,16:16,Pemasukan,Laundry,6,12000,72000,QRIS,Tidak Ada Event,0,Berhasil,2026,12,S005,Deterjen,Laundry,12000,7000,2614,523,aktif,2025-02-14,CleanWash,Laundry,Bandung,2025-02-01
T001340,U005,P032,2026-12-23,16:16,Pemasukan,Laundry,3,15000,45000,QRIS,Tidak Ada Event,0,Berhasil,2026,12,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T001341,U004,P027,2025-01-20,13:34,Pemasukan,Bakery,2,22000,44000,QRIS,Tidak Ada Event,0,Berhasil,2025,1,S004,Cinnamon Roll,Bakery,22000,12000,625,125,aktif,2024-10-13,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001341,U004,P026,2025-01-20,13:34,Pemasukan,Bakery,1,18000,18000,QRIS,Tidak Ada Event,0,Berhasil,2025,1,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001341,U004,P029,2025-01-20,13:34,Pemasukan,Bakery,4,12000,48000,QRIS,Tidak Ada Event,0,Berhasil,2025,1,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001342,U005,P034,2026-12-18,13:08,Pemasukan,Laundry,8,7000,56000,Cash,Tidak Ada Event,0,Berhasil,2026,12,S005,Cuci Kiloan,Laundry,7000,3000,4294,859,aktif,2025-02-11,CleanWash,Laundry,Bandung,2025-02-01
T001342,U005,P031,2026-12-18,13:08,Pemasukan,Laundry,5,12000,60000,Cash,Tidak Ada Event,0,Berhasil,2026,12,S005,Deterjen,Laundry,12000,7000,2614,523,aktif,2025-02-14,CleanWash,Laundry,Bandung,2025-02-01
T001342,U005,P035,2026-12-18,13:08,Pemasukan,Laundry,1,25000,25000,Cash,Tidak Ada Event,0,Berhasil,2026,12,S005,Dry Cleaning,Laundry,25000,12000,3842,768,aktif,2025-02-05,CleanWash,Laundry,Bandung,2025-02-01
T001342,U005,P033,2026-12-18,13:08,Pemasukan,Laundry,3,12000,36000,Cash,Tidak Ada Event,0,Berhasil,2026,12,S005,Pewangi,Laundry,12000,6000,2635,527,aktif,2025-02-06,CleanWash,Laundry,Bandung,2025-02-01
T001343,U003,P017,2024-09-01,14:55,Pemasukan,Makanan,1,20000,20000,QRIS,Tidak Ada Event,0,Berhasil,2024,9,S003,Nasi Goreng,Makanan,20000,10000,680,136,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001343,U003,P022,2024-09-01,14:55,Pemasukan,Frozen Food,2,15000,30000,QRIS,Tidak Ada Event,0,Berhasil,2024,9,S008,Sosis Frozen,Frozen Food,15000,7000,984,197,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001343,U003,P020,2024-09-01,14:55,Pemasukan,Makanan,1,15000,15000,QRIS,Tidak Ada Event,0,Berhasil,2024,9,S003,Ketoprak,Makanan,15000,8000,896,179,stok_menipis,2024-07-19,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001343,U003,P018,2024-09-01,14:55,Pemasukan,Makanan,5,25000,125000,QRIS,Tidak Ada Event,0,Berhasil,2024,9,S003,Sate Ayam,Makanan,25000,13000,970,194,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001344,U002,P007,2026-10-05,18:50,Pemasukan,Sembako,2,70000,140000,Cash,Tidak Ada Event,0,Berhasil,2026,10,S002,Beras,Sembako,70000,60000,2907,581,aktif,2024-03-10,Warung Madura,Retail,Cimahi,2024-03-01
T001344,U002,P006,2026-10-05,18:50,Pemasukan,Sembako,10,18000,180000,Cash,Tidak Ada Event,0,Berhasil,2026,10,S002,Minyak,Sembako,18000,14000,3534,707,aktif,2024-03-05,Warung Madura,Retail,Cimahi,2024-03-01
T001344,U002,P008,2026-10-05,18:50,Pemasukan,Sembako,3,16000,48000,Cash,Tidak Ada Event,0,Berhasil,2026,10,S002,Gula,Sembako,16000,12000,3616,723,aktif,2024-03-13,Warung Madura,Retail,Cimahi,2024-03-01
T001345,U002,P013,2025-08-17,15:59,Pemasukan,Snack,6,15000,90000,QRIS,Tidak Ada Event,0,Berhasil,2025,8,S004,Silverqueen,Snack,15000,9000,1544,309,aktif,2024-03-14,Warung Madura,Retail,Cimahi,2024-03-01
T001346,U004,P030,2025-05-28,18:27,Pemasukan,Bakery,2,28000,56000,QRIS,Tidak Ada Event,0,Berhasil,2025,5,S004,Cheesecake,Bakery,28000,14000,666,133,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001347,U003,P016,2025-09-06,12:21,Pemasukan,Makanan,1,35000,35000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S003,Steak Ayam,Makanan,35000,18000,1070,214,aktif,2024-07-16,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001347,U003,P023,2025-09-06,12:21,Pemasukan,Frozen Food,1,18000,18000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S008,Kentang Frozen,Frozen Food,18000,10000,1073,215,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001347,U003,P022,2025-09-06,12:21,Pemasukan,Frozen Food,4,15000,60000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S008,Sosis Frozen,Frozen Food,15000,7000,984,197,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001347,U003,P019,2025-09-06,12:21,Pemasukan,Makanan,4,28000,112000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S003,Soto Betawi,Makanan,28000,15000,671,134,aktif,2024-07-27,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001348,U002,P008,2024-04-01,12:48,Pemasukan,Sembako,3,16000,48000,QRIS,Ramadan,0,Berhasil,2024,4,S002,Gula,Sembako,16000,12000,3616,723,aktif,2024-03-13,Warung Madura,Retail,Cimahi,2024-03-01
T001349,U003,P016,2025-06-15,22:10,Pengeluaran,Makanan,5,35000,175000,QRIS,Tidak Ada Event,0,Berhasil,2025,6,S003,Steak Ayam,Makanan,35000,18000,1070,214,aktif,2024-07-16,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001349,U003,P021,2025-06-15,22:10,Pemasukan,Frozen Food,1,18000,18000,QRIS,Tidak Ada Event,0,Berhasil,2025,6,S008,Nugget,Frozen Food,18000,9000,938,188,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001350,U004,P026,2026-05-07,08:46,Pengeluaran,Bakery,4,18000,72000,QRIS,Tidak Ada Event,0,Berhasil,2026,5,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001350,U004,P027,2026-05-07,08:46,Pemasukan,Bakery,1,22000,22000,QRIS,Tidak Ada Event,0,Berhasil,2026,5,S004,Cinnamon Roll,Bakery,22000,12000,625,125,aktif,2024-10-13,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001350,U004,P029,2026-05-07,08:46,Pemasukan,Bakery,3,12000,36000,QRIS,Tidak Ada Event,0,Berhasil,2026,5,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001351,U005,P031,2026-10-17,16:18,Pemasukan,Laundry,6,12000,61200,Cash,Tidak Ada Event,15,Berhasil,2026,10,S005,Deterjen,Laundry,12000,7000,2614,523,aktif,2025-02-14,CleanWash,Laundry,Bandung,2025-02-01
T001352,U005,P033,2025-09-24,18:53,Pemasukan,Laundry,3,12000,30600,Cash,Tidak Ada Event,15,Berhasil,2025,9,S005,Pewangi,Laundry,12000,6000,2635,527,aktif,2025-02-06,CleanWash,Laundry,Bandung,2025-02-01
T001352,U005,P035,2025-09-24,18:53,Pemasukan,Laundry,6,25000,127500,Cash,Tidak Ada Event,15,Berhasil,2025,9,S005,Dry Cleaning,Laundry,25000,12000,3842,768,aktif,2025-02-05,CleanWash,Laundry,Bandung,2025-02-01
T001353,U005,P035,2026-07-10,16:40,Pengeluaran,Laundry,8,25000,200000,QRIS,Tidak Ada Event,0,Berhasil,2026,7,S005,Dry Cleaning,Laundry,25000,12000,3842,768,aktif,2025-02-05,CleanWash,Laundry,Bandung,2025-02-01
T001354,U001,P004,2026-07-01,18:22,Pemasukan,Minuman,2,10000,19000,QRIS,Tidak Ada Event,5,Berhasil,2026,7,S007,Coca-cola,Minuman,10000,5000,744,149,aktif,2024-01-19,Warkop GenZ,Kafe,Bandung,2024-01-10
T001354,U001,P005,2026-07-01,18:22,Pemasukan,Minuman,2,5000,9500,QRIS,Tidak Ada Event,5,Berhasil,2026,7,S007,Air Mineral,Minuman,5000,2500,715,143,aktif,2024-01-11,Warkop GenZ,Kafe,Bandung,2024-01-10
T001355,U005,P034,2026-05-09,12:24,Pemasukan,Laundry,8,7000,47600,Transfer,Tidak Ada Event,15,Berhasil,2026,5,S005,Cuci Kiloan,Laundry,7000,3000,4294,859,aktif,2025-02-11,CleanWash,Laundry,Bandung,2025-02-01
T001356,U004,P027,2025-10-29,14:09,Pemasukan,Bakery,3,22000,59400,Cash,Tidak Ada Event,10,Berhasil,2025,10,S004,Cinnamon Roll,Bakery,22000,12000,625,125,aktif,2024-10-13,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001356,U004,P030,2025-10-29,14:09,Pemasukan,Bakery,2,28000,50400,Cash,Tidak Ada Event,10,Berhasil,2025,10,S004,Cheesecake,Bakery,28000,14000,666,133,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T001357,U006,P037,2025-06-09,20:34,Pemasukan,Fashion,2,90000,180000,QRIS,Tidak Ada Event,0,Berhasil,2025,6,S006,Hoodie,Fashion,90000,50000,426,85,aktif,2025-05-04,Thrift Hub,Fashion,Bandung,2025-05-01
T001357,U006,P040,2025-06-09,20:34,Pemasukan,Fashion,2,50000,100000,QRIS,Tidak Ada Event,0,Berhasil,2025,6,S006,Topi,Fashion,50000,25000,412,82,stok_menipis,2025-05-07,Thrift Hub,Fashion,Bandung,2025-05-01
T001358,U006,P036,2026-05-05,16:24,Pemasukan,Fashion,1,150000,150000,Transfer,5.5 Sale,0,Berhasil,2026,5,S006,Jaket Kulit,Fashion,150000,90000,534,107,aktif,2025-05-12,Thrift Hub,Fashion,Bandung,2025-05-01
T001358,U006,P040,2026-05-05,16:24,Pemasukan,Fashion,1,50000,50000,Transfer,5.5 Sale,0,Berhasil,2026,5,S006,Topi,Fashion,50000,25000,412,82,stok_menipis,2025-05-07,Thrift Hub,Fashion,Bandung,2025-05-01
T001359,U003,P025,2026-12-04,17:17,Pemasukan,Frozen Food,2,25000,45000,QRIS,Tidak Ada Event,10,Berhasil,2026,12,S008,Bakso Frozen,Frozen Food,25000,13000,1399,280,aktif,2024-07-27,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001359,U003,P022,2026-12-04,17:17,Pemasukan,Frozen Food,5,15000,67500,QRIS,Tidak Ada Event,10,Berhasil,2026,12,S008,Sosis Frozen,Frozen Food,15000,7000,984,197,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001360,U006,P039,2026-01-08,20:08,Pemasukan,Fashion,1,120000,120000,Cash,Tidak Ada Event,0,Berhasil,2026,1,S006,Celana Cargo,Fashion,120000,70000,759,152,aktif,2025-05-08,Thrift Hub,Fashion,Bandung,2025-05-01
T001360,U006,P037,2026-01-08,20:08,Pemasukan,Fashion,1,90000,90000,Cash,Tidak Ada Event,0,Berhasil,2026,1,S006,Hoodie,Fashion,90000,50000,426,85,aktif,2025-05-04,Thrift Hub,Fashion,Bandung,2025-05-01
T001360,U006,P036,2026-01-08,20:08,Pemasukan,Fashion,2,150000,300000,Cash,Tidak Ada Event,0,Berhasil,2026,1,S006,Jaket Kulit,Fashion,150000,90000,534,107,aktif,2025-05-12,Thrift Hub,Fashion,Bandung,2025-05-01
T001361,U003,P022,2026-07-24,19:11,Pemasukan,Frozen Food,2,15000,30000,QRIS,Tidak Ada Event,0,Berhasil,2026,7,S008,Sosis Frozen,Frozen Food,15000,7000,984,197,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001361,U003,P019,2026-07-24,19:11,Pemasukan,Makanan,5,28000,140000,QRIS,Tidak Ada Event,0,Berhasil,2026,7,S003,Soto Betawi,Makanan,28000,15000,671,134,aktif,2024-07-27,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001362,U003,P021,2024-10-27,15:55,Pemasukan,Frozen Food,4,18000,72000,Cash,Tidak Ada Event,0,Berhasil,2024,10,S008,Nugget,Frozen Food,18000,9000,938,188,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001362,U003,P016,2024-10-27,15:55,Pengeluaran,Makanan,4,35000,140000,Cash,Tidak Ada Event,0,Berhasil,2024,10,S003,Steak Ayam,Makanan,35000,18000,1070,214,aktif,2024-07-16,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001363,U005,P033,2025-12-30,08:39,Pemasukan,Laundry,1,12000,12000,QRIS,Tidak Ada Event,0,Berhasil,2025,12,S005,Pewangi,Laundry,12000,6000,2635,527,aktif,2025-02-06,CleanWash,Laundry,Bandung,2025-02-01
T001363,U005,P032,2025-12-30,08:39,Pemasukan,Laundry,2,15000,30000,QRIS,Tidak Ada Event,0,Berhasil,2025,12,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T001364,U005,P032,2026-09-14,09:59,Pemasukan,Laundry,6,15000,90000,QRIS,Tidak Ada Event,0,Berhasil,2026,9,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T001365,U003,P020,2026-10-05,12:05,Pemasukan,Makanan,4,15000,60000,QRIS,Tidak Ada Event,0,Berhasil,2026,10,S003,Ketoprak,Makanan,15000,8000,896,179,stok_menipis,2024-07-19,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001366,U003,P022,2025-02-07,13:13,Pemasukan,Frozen Food,2,15000,30000,Transfer,Tidak Ada Event,0,Berhasil,2025,2,S008,Sosis Frozen,Frozen Food,15000,7000,984,197,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001366,U003,P023,2025-02-07,13:13,Pemasukan,Frozen Food,4,18000,72000,Transfer,Tidak Ada Event,0,Berhasil,2025,2,S008,Kentang Frozen,Frozen Food,18000,10000,1073,215,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001366,U003,P017,2025-02-07,13:13,Pemasukan,Makanan,1,20000,20000,Transfer,Tidak Ada Event,0,Berhasil,2025,2,S003,Nasi Goreng,Makanan,20000,10000,680,136,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001367,U005,P031,2025-10-31,10:44,Pemasukan,Laundry,3,12000,36000,Cash,Tidak Ada Event,0,Berhasil,2025,10,S005,Deterjen,Laundry,12000,7000,2614,523,aktif,2025-02-14,CleanWash,Laundry,Bandung,2025-02-01
T001367,U005,P035,2025-10-31,10:44,Pemasukan,Laundry,2,25000,50000,Cash,Tidak Ada Event,0,Berhasil,2025,10,S005,Dry Cleaning,Laundry,25000,12000,3842,768,aktif,2025-02-05,CleanWash,Laundry,Bandung,2025-02-01
T001367,U005,P032,2025-10-31,10:44,Pemasukan,Laundry,8,15000,120000,Cash,Tidak Ada Event,0,Berhasil,2025,10,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T001368,U005,P035,2025-06-15,15:00,Pemasukan,Laundry,3,25000,75000,QRIS,Tidak Ada Event,0,Berhasil,2025,6,S005,Dry Cleaning,Laundry,25000,12000,3842,768,aktif,2025-02-05,CleanWash,Laundry,Bandung,2025-02-01
T001368,U005,P033,2025-06-15,15:00,Pemasukan,Laundry,6,12000,72000,QRIS,Tidak Ada Event,0,Berhasil,2025,6,S005,Pewangi,Laundry,12000,6000,2635,527,aktif,2025-02-06,CleanWash,Laundry,Bandung,2025-02-01
T001368,U005,P032,2025-06-15,15:00,Pemasukan,Laundry,7,15000,105000,QRIS,Tidak Ada Event,0,Berhasil,2025,6,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T001369,U003,P020,2026-12-16,21:32,Pemasukan,Makanan,2,15000,30000,QRIS,Tidak Ada Event,0,Berhasil,2026,12,S003,Ketoprak,Makanan,15000,8000,896,179,stok_menipis,2024-07-19,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001369,U003,P018,2026-12-16,21:32,Pemasukan,Makanan,3,25000,75000,QRIS,Tidak Ada Event,0,Berhasil,2026,12,S003,Sate Ayam,Makanan,25000,13000,970,194,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001370,U006,P038,2026-02-11,18:40,Pengeluaran,Fashion,2,75000,150000,QRIS,Tidak Ada Event,0,Berhasil,2026,2,S006,Kaos Polo,Fashion,75000,40000,434,87,aktif,2025-05-10,Thrift Hub,Fashion,Bandung,2025-05-01
T001370,U006,P040,2026-02-11,18:40,Pengeluaran,Fashion,1,50000,50000,QRIS,Tidak Ada Event,0,Berhasil,2026,2,S006,Topi,Fashion,50000,25000,412,82,stok_menipis,2025-05-07,Thrift Hub,Fashion,Bandung,2025-05-01
T001370,U006,P036,2026-02-11,18:40,Pengeluaran,Fashion,2,150000,300000,QRIS,Tidak Ada Event,0,Berhasil,2026,2,S006,Jaket Kulit,Fashion,150000,90000,534,107,aktif,2025-05-12,Thrift Hub,Fashion,Bandung,2025-05-01
T001370,U006,P039,2026-02-11,18:40,Pemasukan,Fashion,1,120000,120000,QRIS,Tidak Ada Event,0,Berhasil,2026,2,S006,Celana Cargo,Fashion,120000,70000,759,152,aktif,2025-05-08,Thrift Hub,Fashion,Bandung,2025-05-01
T001371,U001,P002,2024-03-30,18:09,Pemasukan,Minuman,2,20000,40000,QRIS,Ramadan,0,Berhasil,2024,3,S001,Latte,Minuman,20000,10000,825,165,aktif,2024-01-15,Warkop GenZ,Kafe,Bandung,2024-01-10
T001371,U001,P001,2024-03-30,18:09,Pemasukan,Minuman,1,15000,15000,QRIS,Ramadan,0,Berhasil,2024,3,S001,Americano,Minuman,15000,7000,757,151,aktif,2024-01-21,Warkop GenZ,Kafe,Bandung,2024-01-10
T001372,U003,P022,2024-09-23,15:00,Pemasukan,Frozen Food,2,15000,30000,QRIS,Tidak Ada Event,0,Berhasil,2024,9,S008,Sosis Frozen,Frozen Food,15000,7000,984,197,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T001372,U003,P024,2024-09-23,15:00,Pemasukan,Frozen Food,3,22000,66000,QRIS,Tidak Ada Event,0,Berhasil,2024,9,S008,Dimsum Frozen,Frozen Food,22000,12000,914,183,aktif,2024-07-21,Dapur Nusantara,Kuliner,Garut,2024-07-15
